P_L0,P_T,P_IC0,P_CC0,P_IC1,P_CC1,skill,cluster
0.04031337266669264,0.01,0.7377508032341995,0.2622491967658005,0.4141891554139082,0.5858108445860918,properties-of-geometric-figures,1
0.3822779605264951,0.01,0.4376506408994264,0.5623493591005735,0.6950957587535759,0.304904241246424,properties-of-geometric-figures,0
0.07241947990630722,0.01,0.7200627350357109,0.2799372649642891,0.7679221469881926,0.23207785301180736,sum-of-interior-angles-more-than-3-sides,1
0.5700444322383025,0.01,0.4749112398934028,0.5250887601065972,0.6993155529879937,0.3006844470120062,sum-of-interior-angles-more-than-3-sides,0
0.053568237031472565,0.017190119472796903,0.7462534288752298,0.25374657112477006,0.17221376193716453,0.8277862380628354,point-plotting,1
0.41285893951066005,0.012721517269690914,0.2579722615639043,0.7420277384360958,0.6614801097900637,0.3385198902099363,point-plotting,0
0.551445443404976,0.5184864362776767,0.99,0.01,0.6903421903822017,0.30965780961779826,transformations-rotations,1
0.2776006269105395,0.01,0.3758804237763443,0.6241195762236557,0.7286686621825221,0.2713313378174779,transformations-rotations,0
0.1279872526521428,0.01,0.6891678349638686,0.3108321650361314,0.35259229136239156,0.6474077086376084,reading-graph,1
0.43370246933690293,0.01,0.2777257978211421,0.7222742021788578,0.6339431625294129,0.3660568374705872,reading-graph,0
0.03446399921743273,0.01,0.7604105514856363,0.23958944851436376,0.7140612681389867,0.2859387318610133,area,1
0.1998865615212156,0.01,0.7180429617074672,0.2819570382925328,0.34660322893131085,0.6533967710686891,area,0
0.1527382054104106,0.14154012213243564,0.7215178920756259,0.27848210792437406,0.6948799166039019,0.30512008339609803,perimeter,1
0.5471873449877931,0.06168016665767554,0.26464212320970526,0.7353578767902947,0.6705516766537806,0.3294483233462194,perimeter,0
0.0808364150991748,0.01,0.6447374779233401,0.35526252207665987,0.28549616279034934,0.7145038372096505,square-root,1
0.24992966014220716,0.01,0.2656231306891443,0.7343768693108558,0.606026939403164,0.3939730605968359,square-root,0
0.04835329383210392,0.99,0.8931939291023766,0.10680607089762345,0.6801333798683783,0.31986662013162165,isosceles-triangle,1
0.1691640581759588,0.2707262561897198,0.5665759409038673,0.4334240590961327,0.6629497066778431,0.33705029332215686,isosceles-triangle,0
0.10714000872652671,0.21202210996970267,0.7041073576506713,0.29589264234932877,0.6364036233817744,0.3635963766182257,application: isosceles triangle,1
0.6815540142778332,0.32894418234298073,0.025169880603639453,0.9748301193963606,0.685371906003792,0.31462809399620795,application: isosceles triangle,0
0.6173441859417834,0.01,0.5062400055454503,0.4937599944545496,0.7278038966752951,0.27219610332470495,multiplying-decimals,1
0.3071311616678488,0.01,0.2889093580344248,0.7110906419655753,0.6546246134224037,0.34537538657759626,multiplying-decimals,0
0.011744845854736296,0.018155164235048097,0.7053236269238792,0.29467637307612077,0.45969394825807014,0.5403060517419298,proportion,1
0.2907852130271715,0.04933390349970957,0.6403952850255283,0.35960471497447155,0.22197919810095917,0.7780208018990408,proportion,0
0.14978064300801977,0.01,0.7916452432369789,0.20835475676302104,0.7949956962592859,0.20500430374071413,pythagorean-theorem,1
0.3514074985926956,0.01,0.6177822478820801,0.3822177521179198,0.775110309437198,0.22488969056280192,pythagorean-theorem,0
0.017473184918104286,0.01,0.6915653607937087,0.30843463920629144,0.7660280784224065,0.23397192157759358,interpreting-linear-equations,1
0.056044371103550136,0.02125316899478711,0.6758060634159053,0.32419393658409473,0.1842725279552455,0.8157274720447544,interpreting-linear-equations,0
0.6777893619630385,0.01,0.4689453957530332,0.5310546042469668,0.7054546172940976,0.29454538270590247,pattern-finding,1
0.3361657374382117,0.01,0.3332384027204032,0.6667615972795967,0.6407528802268032,0.3592471197731967,pattern-finding,0
0.2259572873505654,0.3599561182024739,0.01,0.99,0.01,0.99,application: compare points,1
0.01,0.1334225121479145,0.01,0.99,0.26414280406385576,0.7358571959361443,application: multi-column subtraction,1
0.2018465307234181,0.3119881674253558,0.01,0.99,0.01,0.99,application: simple multiplication,1
0.22311132359227417,0.3468373564445003,0.01,0.99,0.01,0.99,application: compare expressions,1
0.22311132359227417,0.3468373564445003,0.01,0.99,0.01,0.99,application: order of operations,1
0.2018465307234181,0.3119881674253558,0.01,0.99,0.01,0.99,application: multi-column addition,1
0.35103554592699565,0.01,0.5486426729376028,0.4513573270623971,0.7025527643373877,0.2974472356626122,noskill,1
0.23070386422264966,0.01,0.6178063513110932,0.3821936486889068,0.3532175432424467,0.6467824567575533,noskill,0
0.21542995367948528,0.32965496644413805,0.01,0.99,0.01,0.99,application: read points,1
0.2018465307234181,0.3119881674253558,0.01,0.99,0.01,0.99,application: find slope in graph,1
0.14061766408765075,0.17474123628703866,0.5460395292886308,0.45396047071136925,0.7645373108470307,0.2354626891529693,p-patterns-relations-algebra,1
0.39558197514067484,0.10104535514379646,0.18539609073504368,0.8146039092649563,0.7259669929684646,0.27403300703153544,p-patterns-relations-algebra,0
0.01,0.01,0.7814757045030499,0.21852429549695004,0.6461052089918473,0.35389479100815274,percent-of,1
0.718623384507831,0.01,0.35849343592516225,0.6415065640748379,0.7384543829283884,0.2615456170716117,percent-of,0
0.2863002660734198,0.5139736439506896,0.9712803233062671,0.028719676693732786,0.7162202099270609,0.283779790072939,venn-diagram,1
0.20704260355819906,0.91162224158678,0.8028506093219105,0.19714939067808956,0.6043693944071045,0.39563060559289553,venn-diagram,0
0.23591533962859557,0.5071099105317555,0.8643397677401026,0.13566023225989748,0.6063086447893722,0.3936913552106277,equivalent-fractions-decimals-percents,1
0.4913958794145826,0.11841941332840929,0.6639454035327718,0.33605459646722824,0.31174431474279557,0.6882556852572045,equivalent-fractions-decimals-percents,0
0.1430990083465217,0.5936591957394489,0.5645504162596582,0.43544958374034193,0.42861795680620296,0.5713820431937969,of-means-multiply,1
0.18034231256706734,0.5278178233368856,0.46484170429862365,0.5351582957013764,0.26525105533046356,0.7347489446695364,of-means-multiply,0
0.1535609126822545,0.4564294282544437,0.7532625719376421,0.24673742806235796,0.6388276921276149,0.361172307872385,fraction-multiplication,1
0.5215423983059484,0.01,0.30731533370491276,0.6926846662950873,0.616047070557198,0.383952929442802,fraction-multiplication,0
0.08462479268354851,0.3196399008321183,0.8750082554332526,0.1249917445667474,0.7372059393659416,0.2627940606340583,supplementary-angles,1
0.685522109928831,0.34229833056645376,0.15786771177488135,0.8421322882251187,0.7276831090551995,0.27231689094480055,supplementary-angles,0
0.11484758636734202,0.35751468066160547,0.850139081398548,0.1498609186014521,0.7414529762190988,0.2585470237809013,transversals,1
0.7330500952623776,0.01,0.045582619295433224,0.9544173807045667,0.7164148916109594,0.2835851083890406,transversals,0
0.18816326439866857,0.9752959596498276,0.45041268499556275,0.5495873150044374,0.6153669925299392,0.3846330074700609,triangle-inequality,1
0.1772152565169131,0.29211463689359596,0.4971985467381133,0.5028014532618866,0.5028336993032132,0.49716630069678674,triangle-inequality,0
0.3661519725652472,0.01,0.6455486681215169,0.35445133187848316,0.3857017483170963,0.6142982516829038,multiplication,1
0.6000867198530708,0.01,0.5945147584031595,0.4054852415968406,0.24701371726763086,0.7529862827323691,multiplication,0
0.1461997939950634,0.01,0.8192846877999614,0.18071531220003853,0.597921198686173,0.40207880131382695,equation-solving,1
0.3942789761369105,0.01,0.38826699686081273,0.6117330031391872,0.7449247701191767,0.2550752298808233,equation-solving,0
0.019241719390801992,0.010443015936201276,0.8109588067448336,0.18904119325516633,0.32485735262852655,0.6751426473714734,discount,1
0.6169264434705162,0.01,0.31426551129509234,0.6857344887049076,0.7283397446690432,0.27166025533095695,discount,0
0.20566081964935096,0.17451299730949413,0.8715766920373813,0.12842330796261875,0.6404279284360965,0.3595720715639035,sum-of-interior-angles-triangle,1
0.2735092557743339,0.04831757708489022,0.7128041736390667,0.2871958263609334,0.13917954474746327,0.8608204552525367,sum-of-interior-angles-triangle,0
0.016525630688682784,0.01,0.671509933565358,0.32849006643464196,0.45084923727249915,0.5491507627275009,inducing-functions,1
0.24600518780537642,0.01,0.6114534450144905,0.3885465549855095,0.30040806930366876,0.6995919306963313,inducing-functions,0
0.7169882302764745,0.01,0.3091988212784557,0.6908011787215442,0.6280828261058093,0.37191717389419077,subtraction,1
0.3389261781138888,0.020284047423345226,0.17787705361925052,0.8221229463807495,0.5303836656258929,0.4696163343741071,subtraction,0
0.149679728447894,0.01,0.42080157300926185,0.5791984269907382,0.7103755293737333,0.2896244706262667,addition,1
0.061758098671310914,0.01,0.24653432028388592,0.753465679716114,0.5760860737484959,0.4239139262515041,addition,0
0.42839397798894613,0.05792402255411244,0.18667515675862742,0.8133248432413724,0.6636748036385823,0.3363251963614177,division,1
0.31932085773684205,0.011112931353289758,0.13232934460555643,0.8676706553944435,0.7248244838609714,0.27517551613902863,division,0
0.3962613064850104,0.66003499175222,0.4444144051755283,0.5555855948244717,0.7518308380075662,0.24816916199243386,divide-decimals,1
0.050657996923416146,0.045092889648114635,0.5041801244410751,0.49581987555892487,0.7662026901584074,0.23379730984159258,divide-decimals,0
0.1000506744010679,0.24971227041883293,0.6991825139139071,0.3008174860860929,0.5736842926719059,0.4263157073280941,making-sense-of-expressions-and-equations,1
0.24153734362825957,0.26758118126354835,0.4639251234232368,0.5360748765767632,0.5452495208506767,0.4547504791493233,making-sense-of-expressions-and-equations,0
0.5452197959556095,0.3834595362886354,0.7164408399008304,0.28355916009916965,0.423003210541475,0.5769967894585251,ordering-numbers,1
0.6518191838844878,0.1942850495871817,0.6140139677064816,0.38598603229351836,0.11432533599822035,0.8856746640017796,ordering-numbers,0
0.21554888907892641,0.502994263882439,0.8802638446849168,0.11973615531508305,0.6449396837159392,0.35506031628406076,fraction-division,1
0.4145873920654914,0.14155478086756673,0.7863085048033753,0.21369149519662467,0.31231743226509606,0.687682567734904,fraction-division,0
0.018568050782395484,0.01,0.7991152159229769,0.20088478407702315,0.4609647371638514,0.5390352628361487,evaluating-functions,1
0.16123255004783055,0.0500930066461384,0.7355123872914677,0.2644876127085323,0.23150766178685495,0.768492338213145,evaluating-functions,0
0.22112035582303763,0.01,0.749212694781815,0.25078730521818493,0.555778788326275,0.444221211673725,substitution,1
0.6387685231708866,0.01,0.23596885838819182,0.7640311416118082,0.655165887777289,0.34483411222271104,substitution,0
0.12272221438474336,0.01,0.70688082299677,0.2931191770032299,0.9016162994978043,0.09838370050219578,algebraic-manipulation,1
0.4409318264990417,0.01,0.4214275160013894,0.5785724839986106,0.7193025615045797,0.2806974384954204,algebraic-manipulation,0
0.5443624189500342,0.01,0.34258572215846994,0.6574142778415302,0.7633784609120209,0.23662153908797903,number-line,1
0.6413068491403684,0.08954444101475172,0.7610764935700081,0.23892350642999197,0.11682043948527696,0.883179560514723,number-line,0
0.12121242119888131,0.983805971698929,0.7972937727300593,0.2027062272699406,0.5400168079652806,0.45998319203471943,exponents,1
0.13200816478569544,0.974055279919369,0.5376630533216035,0.4623369466783964,0.35652736169052085,0.6434726383094792,exponents,0
0.32220241430765756,0.07850435324799321,0.7120756569337406,0.2879243430662594,0.4234195679362011,0.5765804320637988,comparing-fractions,1
0.2644624149853847,0.08576434916599576,0.5662729281712543,0.4337270718287457,0.04962243395885597,0.9503775660411441,comparing-fractions,0
0.40915690978918723,0.02061913449745054,0.7801403678453838,0.21985963215461624,0.5289623568767519,0.4710376431232482,scientific-notation,1
0.383002671033481,0.07355339521758628,0.6737175093631256,0.3262824906368745,0.21800680469967665,0.7819931953003233,scientific-notation,0
